NAME,LATITUDE,LONGITUDE,DATE,PRCP,SNOW,TAVG,TMAX,TMIN
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-09,0.00,0.0,64,78,53
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-10,0.00,0.0,70,84,58
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-11,0.00,0.0,77,87,66
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-12,0.00,0.0,74,85,61
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-13,0.00,0.0,74,83,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-14,0.85,0.0,74,83,60
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-15,0.00,0.0,69,85,57
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-16,0.25,0.0,68,77,58
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-17,0.00,0.0,68,81,52
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-18,0.51,0.0,68,74,62
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-19,1.82,0.0,67,81,60
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-20,0.48,0.0,74,86,66
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-21,1.00,0.0,75,83,63
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-22,0.04,0.0,66,69,58
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-23,0.00,0.0,58,63,53
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-24,0.00,0.0,62,75,52
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-25,0.08,0.0,71,83,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-26,0.58,0.0,71,75,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-27,0.25,0.0,63,67,57
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-28,0.00,0.0,63,74,55
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-29,0.00,0.0,69,81,60
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-30,0.00,0.0,76,87,63
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-05-31,0.00,0.0,78,88,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-01,0.00,0.0,78,89,67
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-02,0.53,0.0,72,75,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-03,0.00,0.0,69,80,60
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-04,0.00,0.0,70,83,54
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-05,0.00,0.0,73,83,62
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-06,0.66,0.0,72,81,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-07,0.11,0.0,70,82,65
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-08,0.63,0.0,72,81,63
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-09,0.00,0.0,66,76,57
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-10,0.06,0.0,67,75,58
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-11,0.00,0.0,67,78,61
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-12,0.17,0.0,72,82,66
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-13,0.00,0.0,80,92,71
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-14,0.00,0.0,82,94,75
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-15,0.00,0.0,84,92,74
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-16,0.00,0.0,84,92,77
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-17,0.00,0.0,83,88,72
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-18,0.00,0.0,72,79,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-19,0.00,0.0,69,80,57
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-20,0.00,0.0,70,82,57
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-21,0.00,0.0,76,92,59
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-22,0.20,0.0,80,95,69
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-23,0.00,0.0,75,86,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-24,0.00,0.0,76,88,64
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-25,0.00,0.0,77,89,66
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-26,0.02,0.0,79,87,71
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-27,0.00,0.0,73,80,62
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-28,0.00,0.0,69,80,56
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-29,0.00,0.0,70,86,53
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-06-30,0.00,0.0,78,92,65
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-01,0.00,0.0,83,92,73
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-02,0.27,0.0,79,87,70
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-03,0.00,0.0,80,90,71
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-04,0.00,0.0,80,91,69
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-05,0.00,0.0,83,94,75
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-06,0.57,0.0,81,95,72
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-07,0.00,0.0,78,87,73
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-08,0.31,0.0,77,80,72
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-09,0.32,0.0,73,81,69
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-10,0.00,0.0,75,88,62
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-11,0.00,0.0,78,88,65
"CIN/NKY INTERNATIONAL AIRPORT, KY US",39.04443,-84.67241,2022-07-12,0.00,0.0,80,88,73
